Date,Adj Close,Volume,HL_PCT,PCT_change,label,Forecast
2015-01-02,124.57720947265625,1471000.0,1.6524230829779218,-0.18326250495827306,124.96427154541016,
2015-01-05,123.16082000732422,1748500.0,1.6857147216796875,-1.1927464269083663,125.7208023071289,
2015-01-06,124.78829956054688,3185200.0,2.1783547444021165,0.8818757469465331,124.03179168701172,
2015-01-07,126.96124267578125,2171600.0,1.4343070678893435,1.2061719124012862,122.82654571533203,
2015-01-08,128.05203247070312,2937700.0,0.7969247606248598,0.0,123.72388458251953,
2015-01-09,126.08155059814453,1727000.0,1.276864176342703,-0.8028712884985291,125.79124450683594,
2015-01-12,125.37775421142578,1344800.0,1.4313840048881228,-0.7382626724305312,128.4391326904297,
2015-01-13,124.11974334716797,2198500.0,2.8492482647980193,-0.7805911632723729,135.25698852539062,
2015-01-14,122.55384826660156,2207900.0,1.4141133122011167,-0.49996212820936176,137.16600036621094,
2015-01-15,122.55384826660156,1819600.0,1.1126287265247288,-0.457305754629726,135.5027618408203,
2015-01-16,122.9145278930664,1784800.0,1.2453517592055645,0.48907362442898883,135.14833068847656,
2015-01-20,122.61542510986328,1836100.0,2.0878200316867828,-0.9522429834185369,134.09402465820312,
2015-01-21,122.4042739868164,1682000.0,0.9486790795026342,0.20885363585552624,134.7120361328125,
2015-01-22,124.27804565429688,1897500.0,2.0457275445922893,1.2688202669970878,134.3430633544922,
2015-01-23,124.96427154541016,1696800.0,1.0137292576344163,0.3248864508544987,134.6163787841797,
2015-01-26,125.7208023071289,1482800.0,1.0356138056215465,0.8823944428107796,134.01510620117188,
2015-01-27,124.03179168701172,1786500.0,1.3688969851582065,-1.2329208454192206,134.40682983398438,
2015-01-28,122.82654571533203,2016300.0,2.0699036604483254,-1.3983127831792979,134.13352966308594,
2015-01-29,123.72388458251953,1873400.0,1.2656419134113626,0.34246269620269976,133.62332153320312,
2015-01-30,125.79124450683594,5169000.0,1.720404657222559,-0.06987968920653655,134.41595458984375,
2015-02-02,128.4391326904297,4797500.0,4.178075921045591,1.3888888888888888,135.19036865234375,
2015-02-03,135.25698852539062,10302900.0,5.9317041412601625,5.049193330712358,135.0263671875,
2015-02-04,137.16600036621094,11006300.0,3.065673958075322,2.5249844106107178,134.36134338378906,
2015-02-05,135.5027618408203,6986700.0,2.401235441002452,-0.2742499412102843,133.60513305664062,
2015-02-06,135.14833068847656,2927400.0,1.2037614814180884,-0.3418066769496372,133.88755798339844,
2015-02-09,134.09402465820312,2740200.0,1.5860081634628622,-0.780096628053823,134.78038024902344,
2015-02-10,134.7120361328125,1703400.0,0.9985128291392426,0.15541301371847469,134.26107788085938,
2015-02-11,134.3430633544922,2295800.0,1.3088244865784024,-0.626721935175185,134.07888793945312,
2015-02-12,134.6163787841797,1712200.0,1.0354621251871334,-0.1689075125183209,137.72308349609375,
